bagg 闭关
bgsc 报告书
bgsd 并说
bgsdo 变革时代
bgse 半山
bgsg 半数
bgsge 焙烧
bgsgu 闭关锁国
bgsh 半身
bgshi 并使
bgsho 迸射
bgshoe 敝舍
bgshoo 办公室自动化
bgsi 半晌
bgsii 半时
bgsio 不过是
bgsj 并受
bgsji 半个世纪
bgsl 半生
bgsp 半死
bgsr 不甘示弱
bgss 兵贵神速
bgsw 悲观失望
bgsy 半世
bgsyo 杯弓蛇影
bgsyoe 不管三七二十一
bgt 包工头
bgtb 半桶
bgtc 爆胎
bgte 并同
bgteo 报告团
bgth 半途
bgtj 博古通今
bgto 半天
bgtoi 并吞
bgtp 办公厅
bgtpo 报告厅
bgts 包工头
bgtu 并提
bgty 不关痛痒
bgtz 笔管条直
bgv 笔杆儿
bgvd 秉公而断
bgvk 冰棍儿
bgvke 脖梗儿
bgvs 并案
bgvu 并按
bgvv 不过尔尔
bgw 八股文
bgwe 并网
bgwf 八股文
bgwg 并为
bgwo 并未
bgwoi 并无
bgwx 报告文学
bgwy 报国务院
bgx 不高兴
bgxb 敝屣
bgxc 并线
bgxd 半袖
bgxdo 不甘心
bgxf 被告席
bgxh 并向
bgxhi 半仙
bgxl 爆笑
bgxm 并行
bgxmi 并须
bgxp 半夏
bgxs 不高兴
bgxw 并蓄
bgxy 别构效应
bgy 半个月
bgyb 并已
bgybo 办公椅
bgyboo 不敢越雷池一步
bgyc 半月
bgyci 半腰
bgye 半圆
bgyei 并由
bgyf 半夜
bgyfi 半音
bgyfo 办公用房
bgyi 并与
bgyj 保管员
bgyjo 宝贵意见
bgyk 并用
bgyko 不够用
bgyo 并于
bgyp 并有
bgypo 办公用品
bgyq 不顾一切
bgys 稗官野史
bgyso 悲观厌世
bgyu 半掩
bgyx 并以
bgyxo 不苟言笑
bgyy 并要
bgz 办公桌
bgzb 半张
bgzc 补骨脂
bgzco 报告指出
bgzd 白圭之玷
bgze 不规则
bgzeo 报告中
bgzf 半遮
bgzfo 秉公执法
bgzg 爆炸
bgzgo 憋着
bgzh 憋住
bgzho 办公自动化
bgzi 并转
bgzj 憋足
bgzl 爆竹
bgzle 焙制
bgzlee 百舸争流
bgzli 并重
bgzp 并在
bgzpo 不攻自破
bgzr 本固枝荣
bgzs 闭关自守
bgzy 半支
bgzyi 弊政
bgzyo 悲观主义
bgzz 笔杆子
bgzzo 八竿子打不着
bhb 白化病
bhbb 白板
bhbbe 白璧
bhbbi 刨花板
bhbd 便被
bhbdo 变化不定
bhbe 兵败
bhbf 兵部
bhbfe 白冰
bhbfo 兵变
bhbh 白白
bhbhe 伯伯
bhbj 卑鄙
bhbja 饱汉不知饿汉饥
bhbk 兵备
bhbm 不慌不忙
bhbo 白班
bhbp 白布
bhbr 保镖
bhbro 便步
bhbu 便把
bhby 版本
bhbyo 保本
bhc 保护层
bhcb 保护层
bhcf 白痴
bhcfo 版次
bhcg 白炽
bhch 便从
bhci 兵车
bhcio 便车
bhcj 白吃
bhcji 伴唱
bhcl 卑辞
bhcn 白城
bhcp 保存
bhcr 便餐
bhcs 保护措施
bhct 便池
bhcu 保持
bhcue 白扯
bhcw 白菜
bhcwo 保藏
bhcy 白醋
bhd 不好的
bhdd 伴读
bhddo 变化多端
bhdf 白底
bhdfa 饱和度
bhdfe 百货店
bhdfo 保底
bhdg 便道
bhdga 北海道
bhdge 白道
bhdgo 保单
bhdh 白的
bhdho 保护的
bhdi 便到
bhdl 百货大楼
bhdla 饱和电流
bhdm 保德
bhdn 白地
bhdq 渤海地区
bhdr 白点
bhdro 保钓
bhds 保定
bhdsi 鼻窦
bhdu 白搭
bhdw 便当
bhdwi 伴当
bhdy 兵丁
bhdye 白带
bhf 不合法
bhfb 白费
bhfbo 保费
bhfc 便服
bhff 辩护方
bhfg 白粉
bhfj 伯父
bhfjo 兵分
bhfk 便饭
bhfke 白饭
bhfl 兵符
bhfn 白发
bhfp 白矾
bhft 兵法
bhfw 保护范围
bhg 不合格
bhgb 伯格
bhgc 白给
bhge 白骨
bhgee 白果
bhgeo 保国
bhgeou 保护国
bhgh 白鸽
bhgho 保护规划
bhgi 兵戈
bhgl 保管
bhgo 白干
bhgp 倍感
bhgr 背黑锅
bhgre 白虹贯日
bhgs 白宫
bhgse 百货公司
bhgt 百合固金汤
bhgv 拔火罐儿
bhgw 白光
bhgwe 白鹳
bhgx 北回归线
bhgy 兵工
bhgyo 不好过
bhh 保护好
bhhb 白桦
bhhd 白话
bhhdo 保户
bhhe 版画
bhhei 帛画
bhhg 兵火
bhhgo 不含糊
bhhh 便会
bhhho 保皇
bhhj 白喝
bhhje 白喉
bhhjo 保护环境
bhhm 便后
bhhn 保护好
bhhp 白灰
bhhr 白虎
bhht 白活
bhhte 白河
bhhu 保护
bhhw 白花
bhhwe 白花花
bhhwee 百合花
bhhx 渤海海峡
bhhy 不怀好意
bhhz 保函
bhhzo 便函
bhj 步话机
bhjb 便即
bhjbo 报话机
bhjc 保级
bhjce 白绢
bhjd 白军
bhjdi 编后记
bhjdo 兵谏
bhje 卑贱
bhjei 鼻甲
bhjeo 保甲
bhjf 便将
bhjfe 白净
bhjfea 百花奖
bhjfo 保靖
bhjfoo 避祸就福
bhjg 白卷
bhjh 保健
bhjho 保价
bhjj 伯爵
bhjl 便笺
bhjm 兵舰
bhjn 保驾
bhjne 倍加
bhjr 白金
bhjra 巴赫金
bhjro 保金
bhjs 兵家
bhjso 保家
bhjsoi 保举
bhjt 鼻尖
bhjte 白酒
bhjtea 白虎加人参汤
bhjto 保洁
bhju 便捷
bhjw 保荐
bhjwe 白芨
bhk 不好看
bhkf 保康
bhkn 版块
bhku 不好看
bhky 便可
bhkz 鼻孔
bhl 不合理
bhlc 白脸
bhlce 白绫
bhld 白朗
bhldi 伴郎
bhldo 不合理制度
bhle 保罗
bhlee 白蜡
bhlf 白亮
bhlfe 倍率
bhlfi 鼻瘤
bhlg 白兰
bhlh 伴侣
bhlhe 白领
bhlho 悲欢离合
bhli 保量
bhlj 白鹭
bhlk 保留
bhlke 伯乐
bhll 便利
bhlle 白梨
bhln 兵力
bhlo 保理
bhlp 白磷
bhlq 兵临
bhlr 表寒里热
bhls 辩护律师
bhlt 鼻梁
bhlte 白浪
bhlti 卑劣
bhlu 白露
bhlw 白蔹
bhlx 堡垒
bhlz 不好了
bhlzo 保护了
bhm 巴哈马
bhma 便门
bhmb 便民
bhmc 兵马
bhmce 白马
bhmceo 伯母
bhmco 变幻莫测
bhmcoa 变化莫测
bhmg 白米
bhmh 保命
bhmk 白猫
bhml 白毛
bhmli 鼻毛
bhmlo 便秘
bhmloa 兵荒马乱
bhmn 保姆
bhmp 白面
bhmpo 版面
bhms 保密
bhmse 白忙
bhmt 白沫
bhmu 白描
bhmw 白茅
bhmwo 保苗
bhn 薄荷脑
bhnc 白腻
bhnco 版纳
bhnh 伴你
bhnhi 鼻衄
bhni 保暖
bhnn 白嫩
bhnni 伴娘
bhnt 便溺
bhnx 便能
bhp 保皇派
bhpd 白袍
bhpf 兵痞
bhph 暴虎冯河
bhpj 白跑
bhpr 倍频
bhpt 保皇派
bhpy 保票
bhq 保护区
bhqb 版权
bhqbi 辩护权
bhqbo 兵权
bhqc 鼻腔
bhqf 白旗
bhqfe 百花齐放
bhqg 白前
bhqh 保全
bhqi 白区
bhqia 北湖区
bhqio 滨湖区
bhqj 兵器
bhqk 变化情况
bhqp 百卉千葩
bhqs 卑怯
bhqso 变化趋势
bhqsoe 驳回起诉
bhr 不好惹
bhre 白肉
bhrh 白人
bhrhi 辩护人
bhrho 保人
bhrhoe 被害人
bhrhou 保护人
bhri 白日
bhrio 兵戎
bhrm 保护人民
bhrn 兵刃
bhrne 白刃
bhrt 白润
bhru 白热
bhrw 不好惹
bhry 饱和溶液
bhs 不合适
bhsc 白纱
bhsce 百货商场
bhsci 帛书
bhsco 兵书
bhsd 便说
bhsde 白衫
bhsdee 白话诗
bhsdeo 百货商店
bhsdo 保护神
bhse 白山
bhsee 白花蛇
bhseo 保山
bhsf 北海市
bhsg 白送
bhsge 倍数
bhsgo 保送
bhsh 保身
bhshe 白鼠
bhsheo 白食
bhsho 保护伞
bhsi 便是
bhsio 版式
bhsj 倍受
bhsjo 保释
bhsk 白色
bhske 百花盛开
bhski 鼻饲
bhsko 保护色
bhsl 版税
bhslo 保税
bhsm 庇护所
bhsn 兵士
bhsno 便士
bhsnoe 保墒
bhsp 白石
bhss 保守
bhssi 鼻塞
bhsso 变坏事为好事
bhst 白水
bhste 白沙
bhsto 保湿
bhstu 傍水
bhsu 白霜
bhsw 白芍
bhswe 白薯
bhswo 拨号上网
bhsx 白参
bhsy 白事
bhsye 倍速
bhsyi 鼻酸
bhsyo 不合时宜
bhsz 伴随
bhszo 保收
bht 白虎汤
bhtc 保胎
bhte 版图
bhtee 本合同
bhtei 伴同
bhteo 兵团
bhtg 白糖
bhtk 白兔
bhtke 白条
bhtko 便条
bhtn 白塔
bhto 白天
bhtr 白铁
bhtre 白铜
bhts 白头
bhtt 鼻涕
bhtte 倍添
bhtteu 白汤
bhtto 煲汤
bhtx 鼻通
bhtz 保护投资
bhve 伯恩
bhvf 鼻癌
bhvk 伴儿
bhvko 保尔
bhvl 白鹅
bhvlo 不寒而栗
bhvo 版二
bhvs 保安
bhvso 保额
bhvsoo 不欢而散
bhw 边后卫
bhwa 便问
bhwc 变化无常
bhwco 变幻无常
bhwe 保护网
bhwf 白话文
bhwg 便为
bhwi 傍晚
bhwie 佰万
bhwl 伴我
bhwli 伴舞
bhwlo 拨号网络
bhwm 卑微
bhwq 变化无穷
bhwt 保温
bhwtu 渤海湾
bhwu 白雾
bhww 白薇
bhwz 保卫
bhx 保护性
bhxb 白皙
bhxbe 白相
bhxbo 傧相
bhxc 白线
bhxf 白癣
bhxh 鼻血
bhxhi 鼻息
bhxho 便血
bhxhou 保修
bhxi 白晰
bhxk 保鲜
bhxo 版型
bhxs 八会穴
bhxu 白雪
bhxuo 便携
bhxx 白熊
bhxy 卑下
bhxyo 保护消费者权益
bhxz 保险
bhy 不会有
bhyb 便已
bhybe 白杨
bhyc 伴月
bhyd 编后语
bhye 白眼
bhyee 白蚁
bhyf 白衣
bhyfi 鼻音
bhyfie 伴音
bhyfo 便衣
bhyfoa 拨号音
bhyfoe 便应
bhyg 保养
bhyge 白烟
bhygi 鼻烟
bhygio 鼻炎
bhyh 保佑
bhyhe 佰亿
bhyi 便与
bhyie 伯牙
bhyj 兵员
bhyji 鼻咽
bhyk 保用
bhym 兵役
bhyo 白云
bhyoe 白玉
bhyoo 便于
bhyp 便有
bhypi 伴有
bhypo 保有
bhyr 白银
bhys 便宴
bhyso 不好意思
bhyt 兵源
bhyte 背后一套
bhyti 伴游
bhyw 兵营
bhywe 白药
bhyx 便又
bhyxi 鼻翼
bhyxo 便以
bhyy 便要
bhz 包含着
bhzb 白昼
bhzbe 白粥
bhzbeo 白术
bhzbo 煲粥
bhzc 白纸
bhzco 保组
bhzd 保证
bhzdi 鼻祖
bhzf 便装
bhzfe 白族
bhzfo 兵站
bhzfoe 保准
bhzg 伴着
bhzgi 卑尊
bhzh 保住
bhzhe 伯仲
bhzheo 白做
bhzhi 币值
bhzho 保值
bhzhoe 不好做
bhzj 保护自己
bhzl 保重
bhzle 白种
bhzli 币制
bhzlo 兵种
bhzloo 保长
bhzm 白质
bhzmo 保质
bhzn 倍增
bhzno 不惑之年
bhzo 伴奏
bhzp 便在
bhzpo 玻化砖
bhzs 白字
bhzsa 抱恨终身
bhzso 兵灾
bhzt 饱和状态
bhzta 抱恨终天
bhzw 白芷
bhzy 卑职
bhzye 百花争艳
bhzyo 保真
bhzyoe 被害者
bhzyoo 病患者
bhzz 鼻子
bhzzo 保障
bhzzou 保护装置
bibf 暴病
bibi 比比
bibio 暴毙
bidj 暴跌
bido 暴动
bidu 暴打
bidx 比对
biff 比方
bifj 比分
bifk 暴风
bifn 暴发
bifs 暴富
bift 比法
bifz 比附
bigf 比高
bigo 比干
bigw 曝光
bigwo 暴光
bihe 比画
bihi 比划
bijb 暴君
bijd 比肩
bijf 毕竟
bijh 比价
biji 比较
bijk 比及
bijp 暴厥
bijw 毕节
bild 暴戾
bilf 比率
bilh 比例
bilha 比邻
bili 比量
bill 暴乱
billo 暴利
biln 暴力
bilni 毕力
bilp 暴烈
bilu 暴露
bilua 比来
bilui 毕露
biluo 曝露
bimb 暴民
bimg 比美
bimh 毙命
binh 比你
binl 比年
binn 暴怒
binr 暴虐
binu 比拟
biph 暴仆
biphi 匾牌
bipu 比拼
bipy 比配
biqb 暴强
biqh 比丘
biqn 比起
biqno 暴起
birn 比如
biru 比热
biruo 暴热
bisc 比绍
bisd 比试
bisda 比谁
bisg 比数
bish 毙伤
bisi 暴晒
bisii 毕昇
bisio 曝晒
bisk 比色
bisl 毕生
bisp 暴死
biss 比赛
bisw 比萨
bisy 比索
bitc 暴脱
bitj 暴跳
bitl 比特
bitm 暴徒
bitn 比她
bits 比它
bitso 暴突
bivk 比尔
bivs 匾额
biwf 匾文
biwg 比为
biwo 比武
bixm 暴行
bixs 比兴
bixt 暴泻
bixu 暴雪
bixw 毕肖
biyi 暴牙
biyj 比喻
biyk 暴饮
biyq 毕业
biyx 比翼
biyy 暴雨
bizd 比诸
bizg 比着
bizh 比作
bizha 比值
bizi 比照
bizii 毕至
bizj 暴躁
bizl 比重
bizn 暴增
bizna 比增
bizt 暴涨
bizy 暴政
bjb 笔记本
bjbc 不计报酬
bjbd 别被
bjbdo 兵家必争之地
bjbf 编辑部
bjbh 八倍
bjbj 爸爸
bjbje 蹦蹦
bjbl 半斤八两
bjblo 不即不离
bjbm 不紧不慢
bjbn 笔记本电脑
bjbp 颁布
bjbpo 八百
bjbs 八宝
bjbso 不见不散
bjbsoa 八九不离十
bjbu 别把
bjbw 鄙薄
bjbx 笔记本型
bjby 笔记本
bjbz 不骄不躁
bjc 北京城
bjcb 编辑出版
bjcf 八次
bjcfe 蹦床
bjch 别传
bjcj 别吵
bjcji 别吃
bjck 别处
bjcl 别称
bjcli 鄙称
bjclie 编辑处理
bjcn 北京城
bjcp 八成
bjcs 饱经沧桑
bjct 边境冲突
bjcto 边界冲突
bjcu 被劫持
bjcuo 保健操
bjcw 败酱草
bjcy 别裁
bjcz 蹦出
bjd 不简单
bjde 蹦迪
bjdf 八度
bjdfe 本季度
bjdg 不间断
bjdh 别的
bjdha 北京的
bjdho 八段
bjdj 蹦跶
bjdje 蹦哒
bjdja 吧嗒
bjdjao 吡啶
bjdl 不久的将来
bjdm 不见得
bjdn 不减当年
bjdo 别动
bjdp 八大
bjdpo 八达
bjdq 边境地区
bjdqa 北京地区
bjdqo 边疆地区
bjdr 八点
bjds 八斗
bjdsa 北京大学出版社
bjdso 不计得失
bjdsoi 悲剧的诞生
bjdt 北京电视台
bjdx 北京大学
bjdy 不间断电源
bjfc 宝剑锋从磨砺出
bjfd 比较发达
bjff 八方
bjffa 比较丰富
bjfh 北京分行
bjfj 八分
bjfk 八风
bjfn 颁发
bjfq 不解风情
bjfs 饱经风霜
bjft 八法
bjfx 不加分析
bjfz 比较复杂
bjg 比较高
bjgb 八桂
bjgbo 不及格
bjgc 别给
bjgco 八股
bjgcoe 颁给
bjge 别国
bjgf 蹦高
bjgg 部机关
bjgh 八个
bjgk 别馆
bjgl 别管
bjglo 不见棺材不落泪
bjgn 八卦
bjgw 北极光
bjgx 白驹过隙
bjgy 八哥
bjgz 保健工作
bjh 比较好
bjhd 跋扈
bjhg 白金汉宫
bjhh 不仅会
bjhho 保监会
bjhhoe 保驾护航
bjhj 八号
bjhji 别号
bjhm 别后
bjhn 比较好
bjhs 别慌
bjhx 八角茴香
bjhy 别具慧眼
bjj 不仅仅
bjjb 蹦极
bjjbo 八届
bjjc 八级
bjjca 比较级
bjjco 跛脚
bjjcoo 不仅仅如此
bjjd 比较简单
bjjdo 必经阶段
bjje 别具
bjjei 鄙见
bjjf 颁奖
bjjh 别集
bjji 八戒
bjjio 八景
bjjj 吧唧
bjjji 哔叽
bjjk 八九
bjjki 别急
bjjkii 别解
bjjko 八角
bjjs 别家
bjjso 不仅仅是
bjjw 八节
bjjx 别具匠心
bjjz 不见经传
bjjza 比肩接踵
bjkj 别哭
bjkl 不积跬步，无以至千里
bjkn 八块
bjkna 比较困难
bjko 别开
bjkoo 八开
bjku 别看
bjky 别克
bjl 不见了
bjlb 编辑栏
bjld 别论
bjle 八里
bjlf 别离
bjlfi 别恋
bjlfie 鄙吝
bjlfio 并建立
bjlfo 冰激凌
bjlg 边角料
bjlh 鄙俚
bjlha 比较落后
bjlj 八路
bjlja 吡咯
bjlo 别理
bjlp 八列
bjlt 布加勒斯特
bjlu 别来
bjlv 班加罗尔
bjlx 背井离乡
bjly 保加利亚
bjlz 别了
bjlzi 鄙陋
bjm 本杰明
bjmc 不结盟政策
bjmd 不结盟运动
bjmg 八米
bjmi 不结盟
bjmj 不结盟国家
bjmk 别名
bjmn 爸妈
bjmno 表姐妹
bjms 别忙
bjmx 比较明显
bjmy 比较满意
bjmyo 边境贸易
bjmyoe 不结盟会议
bjn 比基尼
bjna 别闹
bjnb 比基尼
bjnh 别拿
bjnl 八年
bjnn 吧女
bjno 别弄
bjns 布基纳法索
bjnu 别扭
bjp 保健品
bjph 八片
bjpj 补给品
bjpn 豹皮
bjps 别怕
bjq 不久前
bjqb 八强
bjqbo 表决权
bjqc 比较清楚
bjqe 北极圈
bjqf 八旗
bjqfi 鄙弃
bjqg 遍及全国
bjqh 薄伽丘
bjqi 滨江区
bjqj 报警器
bjqji 编辑器
bjql 八千
bjqlo 不景气
bjqm 不讲情面
bjqn 别去
bjqq 并驾齐驱
bjqs 别情
bjqso 不计其数
bjqx 不计前嫌
bjqy 不解其意
bjr 不尽然
bjrb 北京日报
bjrc 不仅如此
bjrd 别让
bjrh 别人
bjrha 北京人
bjrhi 鄙人
bjrhie 伴君如伴虎
bjri 八日
bjrj 哺乳
bjrk 不尽然
bjrl 不绝如缕
bjrq 不近人情
bjrt 北京人民广播电台
bjry 不尽人意
bjryi 编辑人员
bjryo 不尽如人意
bjs 毕竟是
bjsd 别说
bjsda 芭蕉扇
bjsdi 鄙视
bjse 别墅
bjsf 北京市
bjsfa 北京市政府
bjsfo 宝鸡市
bjsg 被加数
bjsgo 被减数
bjsh 鄙俗
bjsi 别是
bjsio 八时
bjsj 被接受
bjsja 北京时间
bjsjao 北京市质量技术监督局
bjsl 比较顺利
bjso 白介素
bjsp 绊脚石
bjspo 保健食品
bjsq 半决赛权
bjsr 别上
bjss 八宿
bjssi 半决赛
bjssie 编辑室
bjsso 不假思索
bjst 跋涉
bjsta 巴基斯坦
bjsu 颁授
bjsx 北京师范大学
bjsy 八十
bjsye 苯甲酸
bjsyi 毕加索
bjsyo 报价适宜
bjt 巴戟天
bjtc 白暨豚
bjtca 比较突出
bjth 班集体
bjtj 蹦跳
bjtk 八条
bjto 八天
bjtp 别太
bjtpo 边界谈判
bjts 别具特色
bjtu 别提
bjtx 吧台
bjvh 贝加尔湖
bjvl 比肩而立
bjvy 比较而言
bjvya 北京奥运
bjvz 不胫而走
bjw 不及物
bjwa 别问
bjwb 北京晚报
bjwc 不及物动词
bjwd 比较稳定
bjwf 别忘
bjwg 别为
bjwgo 保家卫国
bjwh 八位
bjwho 颁奖晚会
bjwi 八万
bjwl 不及物
bjwo 别无
bjwoi 别玩
bjws 比较完善
bjwx 比较文学
bjwy 八五
bjx 补给线
bjxb 别想
bjxc 别绪
bjxco 边界线
bjxd 北京现代
bjxh 八仙
bjxhi 半机械化
bjxi 八邪
bjxia 北极星
bjxj 不拘小节
bjxk 八旬
bjxl 别笑
bjxlo 补苴罅漏
bjxm 颁行
bjxn 百家姓
bjxo 八角形
bjxs 悲剧性
bjxt 不尽相同
bjxx 北极熊
bjxz 胞间隙
bjxza 北京西站
bjy 不经意
bjyb 别样
bjyc 八月
bjyd 跋语
bjye 八一
bjyf 哺育
bjyfi 鄙意
bjyg 哺养
bjygi 别具一格
bjygo 不拘一格
bjygoa 冰肌玉骨
bjygoe 波谲云诡
bjyh 饱经忧患
bjyi 鄙夷
bjyie 白居易
bjyj 比较研究
bjyk 别用
bjyl 保健饮料
bjyo 不急于
bjyp 别有
bjypo 八页
bjyq 不久以前
bjys 不经一事
bjyv 不绝于耳
bjyz 比较严重
bjyzo 不经一事，不长一智
bjz 包饺子
bjzc 比较支持
bjzd 颁证
bjzdi 并肩战斗
bjzdo 必经之地
bjzdoa 补己之短
bjzdoi 边界争端
bjze 颁赠
bjzf 北京站
bjzfo 保健站
bjzfoe 边检站
bjzh 邦交正常化
bjzi 别致
bjzj 败军之将
bjzl 八种
bjzlo 八进制
bjzloe 必经之路
bjzm 百家争鸣
bjzmo 不解之谜
bjzn 别走
bjzo 八珍
bjzp 不仅在
bjzr 别针
bjzs 八字
bjzsi 别字
bjzt 北九洲
bjzto 不进则退
bjzu 八折
bjzy 别再
bjzyi 拜金主义
bjzyo 不解之缘
bjzz 豹子
bjzza 巴解组织
bjzzi 半截子
bjzzie 并肩作战
bjzzo 败家子
bjzzoo 摆架子
bkb 不可不
bkbb 不亢不卑
bkbd 包被
bkbf 包庇
bkbfi 刨冰
bkbk 饽饽
bkbm 不可避免
bkbn 包办
bkbne 备办
bkbp 不可不
bkbr 背靠背
bkby 闭口不言
bkbye 百看不厌
bkcb 备查
bkcba 包层
bkcf 包产
bkcfi 刨床
bkci 包车
bkcl 包乘
bkcn 包场
bkcp 备存
bkcr 饱餐
bkcu 包抄
bkcw 包藏
bkcwa 饱尝
bkcwe 备尝
bkcx 不可拆卸
bkcxo 不可撤消
bkcz 不可撤消信用证
bkd 包括的
bkdd 饱读
bkddo 不可多得
bkdh 包括的
bkdn 刨刀
bkf 不可分
bkfc 包缝
bkfci 饼肥
bkfd 包袱
bkfg 不可分割
bkfh 备份
bkfj 不可分
bkfk 饱饭
bkfka 包饭
bkfr 不可否认
bkfx 报刊发行
bkgc 包给
bkgf 包裹
bkgj 饱嗝
bkgja 包公
bkgjae 包谷
bkgl 包管
bkgo 饼干
bkgoa 包干
bkgoe 备耕
bkgp 备感
bkgr 包钢
bkgro 不可告人
bkgy 包工
bkhh 包含
bkhha 饱含
bkhhe 备货
bkhl 饱和
bkhn 备好
bkhna 包好
bkhq 不可或缺
bkhs 不堪回首
bkhso 不可忽视
bkht 包涵
bkhu 包换
bkhw 备荒
bkhwi 刨花
bkja 包间
bkjb 包机
bkjc 饱经
bkjg 包煎
bkjh 备件
bkjw 包茎
bkjy 包教
bkjyo 不可救药
bkk 不可靠
bkkd 备课
bkkj 不可开交
bkkjo 不可抗拒
bkkl 不可抗力
bkkn 包块
bkku 包括
bkky 备考
bkl 包括了
bklc 包络
bkle 包里
bklea 包罗
bklg 备料
bklq 饱览
bklu 包揽
bklw 贝克莱
bkly 不可理喻
bklz 包括了
bklzo 不哭了
bkmb 百口莫辩
bkmc 包膜
bkmm 不可磨灭
bkmn 包埋
bkmt 饱满
bkmz 不可名状
bkn 不可能
bkng 不可逆
bknh 包你
bkni 饱暖
bkns 巴枯宁
bknx 不可逆性
bknz 不可逆转
bkp 不靠谱
bkpd 不可判定
bkpf 不可偏废
bkph 包片
bkpj 备品
bkpn 包皮
bkpy 包票
bkq 不客气
bkqb 驳壳枪
bkqc 百孔千疮
bkqf 备齐
bkqfo 不可侵犯
bkqj 不可企及
bkql 摆阔气
bkqn 包起
bkqs 不可缺少
bkqse 百科全书
bkqy 备取
bkqye 备勤
bkre 包融
bkrm 不堪入目
bkrs 包容
bkrso 不可饶恕
bkrv 不堪入耳
bks 不愧是
bksb 备述
bksc 不可数名词
bksf 包商
bksg 匕首
bksh 饱食
bksha 包身
bksi 不愧是
bksj 备受
bksja 饱受
bksjo 不可胜计
bksl 飚升
bksle 本科生
bksm 别开生面
bkss 不可收拾
bksso 不可胜数
bkst 白开水
bksx 不堪设想
bksy 不可思议
bktb 包退
bktc 备胎
bkts 包头
bktx 不可推卸
bkty 不可同日而语
bkvs 备案
bkw 不愧为
bkwe 包围
bkwf 备忘
bkwg 不愧为
bkx 不科学
bkxd 不开心
bkxf 包席
bkxh 包修
bkxl 备选
bkxlo 不可限量
bkxp 包厢
bkxq 不可小觑
bkxr 包销
bkxs 不科学
bkxt 备汛
bkxx 不可想像
bkxy 备下
bkxya 包下
bky 不可以
bkyc 包月
bkyco 不可言传
bkye 包邮
bkyea 包圆
bkyg 包养
bkyj 不堪一击
bkyk 备用
bkyka 鲍鱼
bkym 宾客盈门
bkyn 包孕
bkyp 备有
bkys 不可一世
bkyw 包蕴
bkyx 不可以
bkyy 不可逾越
bkyyo 不可言喻
bkyz 不可言状
bkz 不可知
bkze 备置
bkzf 包装
bkzfo 不堪重负
bkzg 包着
bkzh 包住
bkzi 备至
bkzj 备足
bkzl 包租
bkzlo 不刊之论
bkzm 不可捉摸
bkzp 包在
bkzr 备战
bkzro 不可终日
bkzs 备灾
bkzso 不可战胜
bkzt 备注
bkzta 包治
bkzu 包扎
bkzua 包拯
bkzw 饱蘸
bkzz 包子
bkzzi 饼子
bkzzia 刨子
bkzzo 报刊杂志
blb 玻璃杯
blbb 玻璃板
blbc 不理不睬
blbh 病理变化
blbj 波澜不惊
blbl 不伦不类
blbq 不离不弃
blbr 不冷不热
blbs 伯罗奔尼撒
blbx 波澜不兴
blby 表里不一
blc 玻璃窗
blcb 比例尺
blcg 百炼成钢
blcj 不吝赐教
blcji 半路出家
blck 笔触
blco 碧螺春
blcs 包揽词讼
blcu 秉持
blcv 布拉柴维尔
blcx 兵临城下
blcz 秉承
bld 不利的
bldd 笔调
blde 布隆迪
bldf 笔端
bldfi 布拉迪斯拉发
bldfo 便利店
bldg 宝莲灯
bldh 比例的
bldho 波罗的海
bldj 白兰地酒
bldk 不良贷款
bldl 笔答
bldli 半劳动力
bldn 笔刀
bldne 白兰地
bldno 保留地
bldq 波澜迭起
blds 闭路电视
bldu 本垒打
bldx 薄利多销
bldy 不列颠
bldz 笨蛋
bldzo 被领导者
blf 玻璃粉
blfd 波浪发电
blfe 秉赋
blfg 玻璃粉
blfh 笔伐
blfq 不良风气
blfr 笔锋
blfs 病理反射
blft 笔法
blfy 不良反应
blfz 拨乱反正
blfzo 不良分子
blg 布拉格
blgb 笔杆
blgbo 板蓝根
blgboe 病理改变
blgc 病理过程
blgj 秉公
blgl 笔管
blgn 巴拉圭
blgno 拔浪鼓
blgo 笔耕
blgr 玻璃钢
blgre 白领工人
blgs 巴黎公社
blgx 比例关系
blh 博览会
blhb 卑礼厚币
blhe 笔画
blhg 不良后果
blhh 笔盒
blhha 笔会
blhhi 辩论会
blhi 笔划
blhj 不露痕迹
blhjo 兵连祸结
blhn 布洛赫
blht 百老汇
blhx 白令海峡
blj 不了解
bljc 白领阶层
bljd 笔记
bljdo 簿记
bljdoe 八路军
bljdoo 不累计
bljf 笔迹
bljj 濒临绝境
bljk 不了解
bljl 簸箕
bljm 保留剧目
bljn 笔架
bljnu 步履艰难
bljs 本来就是
bljt 笔尖
bljw 拨乱济危
bljy 白莲教
bljyo 兵来将挡，水来土掩
blk 巴拉克
blkd 笔力扛鼎
blkg 秕糠
blkj 不落窠臼
blks 博罗科努山
blky 巴拉克
bll 保留了
bllb 笔录
bllj 笔路
bllk 秘鲁
blll 筚路蓝缕
blln 笔力
bllr 白领丽人
bllz 不了了之
blm 玻璃门
blma 爆冷门
blmb 玻璃棉
blmbo 不来梅
blmboe 暴露目标
blme 笔墨
blmea 笔帽
blmeo 贝雷帽
blmh 布拉马普特拉河
blmj 濒临灭绝
blmk 笔名
blmm 本来面目
blmq 玻璃幕墙
blms 波罗蜜
blmso 菠萝蜜
blmz 摆龙门阵
bln 布鲁诺
blnd 布鲁诺
blnk 笨鸟
