agu A股
bhfw 白费
bhfwu 保护范围
bhg 不合格
bhge 白鸽
bhgh 白改
bhghu 保护规划
bhgj 白干
bhgl 白宫
bhgo 白果
bhgoe 不好过
bhgoi 背黑锅
bhgou 保护国
bhgr 白沟
bhgru 白虹贯日
bhgs 百货公司
bhgt 百官
bhgte 百合固金汤
bhgu 白骨
bhgv 拜鬼
bhgve 拔火罐儿
bhgw 败给
bhgx 北回归线
bhhe 百合
bhhg 败坏
bhhh 百骸
bhhj 柏含
bhhju 保护环境
bhhk 摆好
bhhl 白红
bhho 百货
bhhp 百行
bhhr 白猴
bhhs 白话
bhhse 百合花
bhht 白换
bhhu 白虎
bhhue 不含糊
bhhv 拜会
bhhw 白黑
bhhx 渤海海峡
bhhy 不怀好意
bhj 巴赫金
bhjb 白金
bhjc 百花奖
bhjd 白蕉
bhjf 拜见
bhjfa 避祸就福
bhjg 白净
bhjh 拜爵
bhji 败绩
bhjia 编后记
bhjii 步话机
bhjq 白酒
bhjs 败家
bhjt 白卷
bhjtu 白虎加人参汤
bhju 败局
bhjv 败局
bhjx 白洁
bhjy 败军
bhjz 拜爵
bhk 不好看
bhkc 白框
bhke 百科
bhkg 白块
bhkh 摆开
bhkj 不好看
bhkl 百孔
bhkn 拜恳
bhko 摆阔
bhkr 白口
bhkt 摆款
bhku 摆酷
bhkv 白盔
bhl 不合理
bhla 白腊
bhlb 白磷
bhlc 百两
bhld 摆了
bhlde 不合理制度
bhle 白了
bhlea 办好了
bhlee 不好了
bhleeo 不活了
bhleu 保护了
bhlf 白脸
bhlg 白领
bhlh 悲欢离合
bhli 百里
bhlj 白兰
bhll 白龙
bhlo 败落
bhlp 白浪
bhlq 白流
bhlr 白楼
bhlre 表寒里热
bhls 辩护律师
bhlt 白卵
bhlu 白鹭
bhlw 败类
bhlx 百列
bhly 拜伦
bhma 白马
bhmc 变幻莫测
bhmco 变化莫测
bhmd 白描
bhmf 白面
bhmg 摆明
bhmh 摆卖
bhmi 百米
bhmj 摆满
bhmk 白猫
bhml 兵荒马乱
bhmm 拜盟
bhmn 白门
bhmo 白沫
bhmp 白忙
bhmu 百亩
bhmw 白眉
bhn 薄荷脑
bhna 百纳
bhnd 百鸟
bhnf 百年
bhnfu 拜年
bhni 拜你
bhnk 薄荷脑
bhnl 摆弄
bhnn 白嫩
bhnq 白妞
bhnu 白奴
bhp 保皇派
bhpb 摆频
bhpd 白票
bhpf 百篇
bhpg 摆平
bhph 摆拍
bhphi 暴虎冯河
bhpi 白皮
bhpj 白判
bhpk 白袍
bhpm 百朋
bhpn 百盆
bhpo 白婆
bhpp 白胖
bhpu 摆谱
bhq 辩护权
bhqc 百强
bhqf 百千
bhqfe 百花齐放
bhqg 拜请
bhqh 白雀
bhqi 白棋
bhqk 变化情况
bhqp 百卉千葩
bhqq 白酋
bhqs 变化趋势
bhqsa 驳回起诉
bhqt 拜泉
bhqu 北湖区
bhquo 滨湖区
bhquu 保护区
bhqv 北湖区
bhqvo 滨湖区
bhqvu 保护区
bhqx 白切
bhri 白日
bhrj 白髯
bhrk 白饶
bhrm 保护人民
bhrn 白人
bhrno 被害人
bhrnoe 辩护人
bhrnu 保护人
bhrr 白肉
bhru 白如
bhry 白润
bhryu 饱和溶液
bhs 不合适
bhsa 白纱
bhsc 百货商场
bhsd 百货商店
bhse 白色
bhsee 摆设
bhseu 白花蛇
bhseue 保护色
bhsi 拜师
bhsia 办好事
bhsie 百思
bhsii 北海市
bhsj 拜山
bhsju 保护伞
bhsk 拜扫
bhske 百花盛开
bhsku 白芍
bhsl 白送
bhsm 百盛
bhsn 白森
bhsnu 拜神
bhsnue 保护神
bhso 白说
bhsoo 庇护所
bhsp 摆上
bhsr 拜寿
bhss 变坏事为好事
bhsu 败诉
bhsue 柏树
bhsv 白水
bhsve 百岁
bhsw 拨号上网
bhsy 败损
bhsye 不合时宜
bht 本合同
bhta 白塔
bhtd 白条
bhtf 白天
bhtg 百听
bhth 百态
bhti 白体
bhtj 摆摊
bhtk 白陶
bhtl 本合同
bhtm 白疼
bhto 摆脱
bhtou 拜托
bhtp 白糖
bhtpu 白虎汤
bhtr 白头
bhtt 百团
bhtu 白兔
bhtv 败退
bhtx 拜帖
bhtz 保护投资
bhve 白鹅
bhvh 白挨
bhvj 柏安
bhvl 不寒而栗
bhvs 不欢而散
bhvu 拜耳
bhw 渤海湾
bhwa 白娃
bhwc 变化无常
bhwco 变幻无常
bhwj 百万
bhwl 拨号网络
bhwn 百问
bhwnu 白话文
bhwo 拜我
bhwp 拜望
bhwpu 保护网
bhwq 变化无穷
bhwu 白雾
bhww 百位
bhwwa 边后卫
bhx 保护性
bhxc 百项
bhxd 百校
bhxf 白线
bhxg 百姓
bhxh 白雪
bhxhu 八会穴
bhxi 白皙
bhxl 白熊
bhxs 摆下
bhxt 败选
bhxu 白须
bhxx 拜谢
bhxxu 备换鞋
bhxy 保护消费者权益
bhxz 八会穴
bhy 拨号音
bhyb 白银
bhye 百业
bhyg 白荧
bhyh 白月
bhyi 白衣
bhyj 白眼
bhyk 白药
bhyl 白用
bhyp 白羊
bhyr 不会有
bhys 不好意思
bhyt 百元
bhyte 百花园
bhyti 背后一套
bhyu 白玉
bhyua 编后语
bhyv 白玉
bhyva 编后语
bhyy 白云
bhyz 白月
bhz 被害者
bhzc 白撞
bhze 摆着
bhzeo 病患者
bhzeu 包含着
bhzh 摆在
bhzhu 白寨
bhzi 白纸
bhziu 白字
bhzj 百战
bhzju 保护自己
bhzk 败招
bhzl 百种
bhzm 摆正
bhzn 败阵
bhzo 摆桌
bhzoe 不好做
bhzou 白做
bhzp 败仗
bhzr 白昼
bhzri 败走
bhzs 抱恨终身
bhzt 白专
bhzte 玻化砖
bhzteo 抱恨终天
bhztu 饱和状态
bhzu 白族
bhzuu 白住
bhzv 白嘴
bhzy 百花争艳
bhzz 保护装置
bibg 弊病
bibh 必败
bibi 比比
bibj 壁板
bibk 必保
bibo 碧波
bibp 臂膀
bibu 必不
bibw 必备
bibx 币别
bicc 鼻疮
bich 比才
bici 彼此
bicio 必持
bick 碧草
bicke 比超
bicl 必从
bicm 必成
bicn 嬖臣
bico 避错
bicp 彼苍
bicpo 闭场
bict 臂钏
bicu 逼促
bicuo 必出
bicv 碧翠
bida 比大
bidd 毙掉
bide 必得
bidg 必定
bidh 笔袋
bidi 毙敌
bidj 避弹
bidk 必到
bidm 壁灯
bidp 必当
bidr 鼻窦
bidt 弊端
bidu 必读
bidv 比对
bidx 必跌
bifa 笔法
bifj 比反
bifm 避风
bifn 比分
bifp 比方
bifu 比富
bifw 觱沸
bigc 避光
bige 比个
bigj 笔杆
bigk 比高
bigl 逼供
bigm 笔耕
bign 鼻根
bigs 壁挂
bigt 闭关
bigu 鼻骨
bigv 壁柜
bihe 闭合
bihh 碧海
bihj 避寒
bihk 比好
biho 避祸
bihr 壁厚
bihs 笔画
bihu 庇护
bihv 避讳
bihy 逼婚
bijb 逼近
bijc 必将
bijd 比较
bijf 比肩
bijg 毕竟
biji 笔记
bijq 必究
bijs 比价
bijt 闭卷
biju 鼻疽
bijv 鼻疽
bijx 毕节
bikc 比况
bike 比克
bikh 避开
bikj 必看
bikk 必考
bikl 鼻孔
bikp 秕糠
bikr 闭口
bikt 鼻宽
biku 比酷
bilb 比邻
bilc 鼻梁
bild 碧聊
bilf 必连
bilh 必来
bili 比例
bilj 碧蓝
bilk 必老
bilp 碧浪
bilr 鄙陋
bilt 必乱
bilu 秘鲁
biluu 笔录
bilv 比率
bilw 壁垒
bilx 鄙劣
bima 比吗
bimb 逼民
bimf 避免
bimg 笔名
bimh 必卖
bimi 比密
bimk 笔帽
bimn 闭门
bimo 笔墨
bimr 比某
bimu 闭幕
bimw 比美
bina 必拿
binf 比年
bini 比拟
binj 避难
bink 必恼
binl 比浓
binm 必能
binq 鼻牛
binv 婢女
binw 比内
bipb 比拼
bipd 币票
bipo 逼迫
bipp 比胖
bipu 必扑
bipw 必配
biqb 避秦
biqc 鼻腔
biqf 比前
biqg 必请
biqi 比起
biqq 壁球
biqt 比全
biqu 必去
biqx 婢妾
bire 比热
biri 蔽日
birj 必然
birn 逼人
birp 避让
birt 必软
biru 比如
birv 笔锐
biry 笔润
bisa 比萨
bisao 必杀
bise 闭塞
biseo 必设
bish 比赛
bisi 鄙视
bisio 必死
bisj 必删
bisk 比少
bism 必胜
biso 比索
bisoo 必说
bisp 闭上
bisr 匕首
biss 笔刷
bist 笔算
bisu 避暑
bisua 避俗
bisv 比岁
bisva 避税
bisy 笔顺
bita 比他
bite 比特
bitf 比天
bitg 笔挺
bith 必抬
biti 鼻涕
bitj 必谈
bitk 笔套
bitl 比同
bitr 鼻头
bitu 必吐
bitv 避退
bive 弊恶
bivh 必爱
bivj 彼岸
bivk 比奥
bivr 比偶
bivu 比尔
biwa 碧瓦
biwj 臂弯
biwn 逼问
biwo 比我
biwoe 逼我
biwp 必亡
biwu 比武
bixb 笔芯
bixc 逼向
bixd 比小
bixf 避嫌
bixg 笔形
bixge 比兴
bixgo 必行
bixgu 笔型
bixh 鼻血
bixi 鼻息
bixl 比熊
bixq 必修
bixs 陛下
bixt 必选
bixu 必须
bixx 避邪
biya 比亚
biyb 鼻音
biye 毕业
biyg 必应
biyh 璧月
biyi 鄙夷
biyj 闭眼
biyk 必要
biyl 必用
biyp 泌阳
biyr 必有
biyt 比原
biyu 比喻
biyv 比喻
biyy 避孕
biyz 璧月
biza 笔札
bizc 必装
bize 闭着
bizee 逼仄
bizh 逼债
bizhe 比在
bizi 鼻子
bizia 壁纸
biziu 笔直
bizj 避战
bizk 比照
bizko 必遭
bizl 比重
bizm 必争
bizn 逼真
bizo 比作
bizp 臂章
bizr 碧州
bizre 逼走
bizt 必赚
bizu 鼻祖
bizuo 闭住
bizv 闭嘴
bizy 鼻准
bjbb 斑鬓
bjbc 不计报酬
bjbd 班彪
bjbdu 兵家必争之地
bjbf 半边
bjbg 搬兵
bjbh 半百
bjbi 半笔
bjbj 斑斑
bjbl 半斤八两
bjble 不即不离
bjbm 不紧不慢
bjb 笔记本
bjbn 版本
bjbo 斑驳
bjbs 不见不散
bjbsu 八九不离十
bjbu 颁布
bjbua 编辑部
bjbw 不具备
bjbx 版别
bjbz 不骄不躁
bjca 板擦
bjcaa 办差
bjcb 编辑出版
bjcc 板床
bjce 班车
bjceo 半侧
bjch 板材
bjci 班次
bjcio 半尺
bjcioe 被劫持
bjcj 班禅
bjcju 钣粲
bjck 半潮
bjcki 败酱草
bjcku 保健操
bjcl 编辑处理
bjcm 办成
bjcmi 北京城
bjco 办错
bjcp 半场
bjcpo 半仓
bjcr 半丑
bjcs 饱经沧桑
bjct 半船
bjcta 边境冲突
bjctai 边界冲突
bjcu 搬出
bjcuo 半粗
bjcy 半寸
bjcyo 半纯
bjda 半大
bjdd 搬掉
bjde 北京的
bjdf 斑点
bjdg 半丁
bjdi 班底
bjdj 不简单
bjdk 办到
bjdl 搬动
bjdle 不久的将来
bjdm 板凳
bjdn 不减当年
bjdp 板荡
bjdq 边境地区
bjdqa 边疆地区
bjdqi 北京地区
bjds 不计得失
bjdsi 悲剧的诞生
bjdsio 北京大学出版社
bjdt 半段
bjdte 不间断
bjdti 北京电视台
bjdu 伴读
bjdue 本季度
bjdv 班队
bjdx 北京大学
bjdy 半吨
bjdye 不间断电源
bjfa 办法
bjfc 宝剑锋从磨砺出
bjfd 比较发达
bjff 比较丰富
bjfh 北京分行
bjfj 拌饭
bjfn 半分
bjfp 班房
bjfq 不解风情
bjfs 饱经风霜
bjfu 半幅
bjfw 班费
bjfx 不加分析
bjfz 比较复杂
bjge 半个
bjgee 不及格
bjgk 半高
bjgke 比较高
bjgl 办公
bjgle 不见棺材不落泪
bjgo 办过
bjgt 半官
bjgto 部机关
bjgu 半股
bjgv 版规
bjgw 颁给
bjgx 白驹过隙
bjgz 保健工作
bjhg 白金汉宫
bjhh 保驾护航
bjhj 半酣
bjhk 办好
bjhn 瘢痕
bjho 搬货
bjhp 半行
bjhr 办后
bjhs 版画
bjhu 板胡
bjhv 班会
bjhve 不仅会
bjhvu 保监会
bjhx 八角茴香
bjhy 别具慧眼
bjjb 搬进
bjjc 颁奖
bjjce 不仅仅如此
bjjd 半角
bjjde 比较简单
bjjdo 必经阶段
bjjg 半径
bjjh 半决
bjji 班级
bjjq 斑鸠
bjjs 搬家
bjjx 半截
bjjxi 别具匠心
bjjy 伴君
bjjz 半决
bjjze 不见经传
bjjzeo 比肩接踵
bjka 板卡
bjkc 半筐
bjke 版刻
bjkg 半块
bjkgu 版块
bjkh 搬开
bjkj 办刊
bjkl 半空
bjkle 不积跬步，无以至千里
bjkn 坂垦
bjkne 比较困难
bjkr 阪口
bjkt 板宽
bjku 扮酷
bjla 半拉
bjlc 扮靓
bjld 边角料
bjlf 半连
bjlg 冰激凌
bjlh 搬来
bjlhe 比较落后
bjli 办理
bjlj 斑斓
bjlja 编辑栏
bjlk 半老
bjll 斑龙
bjlo 半裸
bjlp 伴郎
bjlq 半流
bjlt 布加勒斯特
bjlu 半路
bjlv 伴侣
bjlve 班加罗尔
bjlx 班列
bjlxi 背井离乡
bjly 班轮
bjlyu 保加利亚
bjma 斑马
bjmc 不结盟政策
bjmd 半秒
bjmde 不结盟运动
bjmf 版面
bjmg 班名
bjmi 半米
bjmj 半满
bjmje 不结盟国家
bjmk 斑猫
bjmm 不结盟
bjmn 班门
bjmo 瓣膜
bjmu 半亩
bjmw 搬煤
bjmwe 表姐妹
bjmx 比较明显
bjmy 比较满意
bjmya 边境贸易
bjmye 不结盟会议
bjn 比基尼
bjna 版纳
bjnb 伴您
bjnc 伴娘
bjnf 半年
bjni 伴你
bjnl 搬弄
bjns 布基纳法索
bjnw 板内
bjpb 补给品
bjpd 半票
bjpf 半片
bjpg 半瓶
bjph 半拍
bjpi 板坯
bjpj 半盘
bjpo 半坡
bjpu 搬铺
bjpw 般配
bjq 不久前
bjqc 板墙
bjqce 比较清楚
bjqd 板桥
bjqf 搬迁
bjqg 遍及全国
bjqi 编辑器
bjqm 不讲情面
bjqq 半球
bjqqe 薄伽丘
bjqqo 并驾齐驱
bjqs 不计其数
bjqt 版权
bjqte 表决权
bjqti 北极圈
bjqu 滨江区
bjqv 滨江区
bjqx 不计前嫌
bjqy 不解其意
bjrb 北京日报
bjrc 不仅如此
bjrh 伴君如伴虎
bjri 半日
bjrl 不绝如缕
bjrn 绊人
bjrni 北京人
bjrq 不近人情
bjrt 半软
bjrti 北京人民广播电台
bjru 搬入
bjry 不尽人意
bjrya 编辑人员
bjrye 不尽如人意
bjs 半决赛
bjsa 半霎
bjse 扮色
bjseo 半设
bjsf 北京市政府
bjsh 半决赛
bjsi 办事
bjsia 编辑室
bjsiau 绊脚石
bjsii 北京市
bjsio 半死
bjsioa 宝鸡市
bjsj 半山
bjsje 芭蕉扇
bjsji 北京时间
bjsjio 北京市质量技术监督局
bjsl 伴送
bjsle 比较顺利
bjsm 半生
bjsn 半身
bjso 搬唆
bjsoe 毕加索
bjsp 班上
bjspa 办丧
bjspu 保健食品
bjsq 半决赛权
bjsr 扳手
bjsre 不接受
bjsro 被接受
bjss 板刷
bjsse 不假思索
bjst 巴基斯坦
bjste 苯甲酸
bjsu 半数
bjsuo 半宿
bjsuoa 被加数
bjsuoo 被减数
bjsuu 保荐书
bjsuuu 白介素
bjsv 伴随
bjsvu 版税
bjsx 北京师范大学
bjsy 报价适宜
bjt 不几天
bjtc 比较突出
bjtd 半条
bjtf 半天
bjtfa 巴戟天
bjtg 半停
bjth 班台
bjti 班集体
bjtj 半瘫
bjtl 半桶
bjto 办妥
bjtp 半躺
bjtpa 边界谈判
bjts 别具特色
bjtu 版图
bjty 半吞
bjtyu 白暨豚
bjvh 贝加尔湖
bjvj 办案
bjvl 比肩而立
bjvr 伴偶
bjvu 板儿
bjvy 比较而言
bjvyi 北京奥运
bjvz 不胫而走
bjwa 板瓦
bjwb 北京晚报
bjwc 不及物动词
bjwd 比较稳定
bjwg 保家卫国
bjwh 颁奖晚会
bjwj 办完
bjwn 斑纹
bjwo 伴我
bjwp 搬往
bjws 比较完善
bjwu 伴舞
bjwx 比较文学
bjxb 版心
bjxc 扮相
bjxd 办校
bjxdi 北京现代
bjxf 半仙
bjxfa 边境线
bjxfo 补给线
bjxg 颁行
bjxge 百家姓
bjxgi 北极星
bjxgia 悲剧性
bjxgu 八角形
bjxh 办学
bjxho 半机械化
bjxi 半细
bjxiu 胞间隙
bjxj 不拘小节
bjxl 北极熊
bjxlo 补苴罅漏
bjxq 半袖
bjxs 搬下
bjxsi 背景下
bjxt 不尽相同
bjxx 板鞋
bjxy 班训
bjxz 北京西站
bjya 板鸭
bjyb 伴音
bjybo 半音
bjye 半夜
bjyg 不拘一格
bjygi 别具一格
bjygo 冰肌玉骨
bjygoo 波谲云诡
bjyh 半月
bjyhu 饱经忧患
bjyi 不经意
bjyj 扮演
bjyje 比较研究
bjyk 半腰
bjyke 不仅要
bjyl 搬用
bjylu 保健饮料
bjyp 版样
bjyq 不久以前
bjyr 伴有
bjys 不经一事
bjyt 半圆
bjytu 保健员
bjyu 不急于
bjyv 不绝于耳
bjyve 不急于
bjyy 搬运
bjyz 半月
bjyze 比较严重
bjyzea 不经一事，不长一智
bjza 扳闸
bjzc 板状
bjzd 并肩战斗
bjzda 边界争端
bjzdo 必经之地
bjzdoa 补己之短
bjze 伴着
bjzh 办在
bjzhe 邦交正常化
bjzi 班子
bjzii 败家子
bjzio 半只
bjzj 办展
bjzja 边检站
bjzji 北京站
bjzjio 败军之将
bjzju 保健站
bjzk 办照
bjzl 班中
bjzlo 必经之路
bjzm 办证
bjzma 边境证
bjzme 百家争鸣
bjzmeu 不解之谜
bjzo 板桌
bjzoe 扮作
bjzp 班长
bjzr 伴奏
bjzri 北九洲
bjzro 半周
bjzt 板砖
bjzu 班组
bjzuu 版主
bjzv 拌嘴
bjzy 不解之缘
bjzyu 拜金主义
bjzz 并肩作战
bjzza 巴解组织
bkba 抱吧
bkbb 不亢不卑
bkbd 报表
bkbdu 保镖
bkbf 褒贬
bkbi 包庇
bkbj 包办
bkbk 宝宝
bkbm 不可避免
bkbn 保本
bkbo 胞波
bkbu 报部
bkbw 宝贝
bkbwi 背靠背
bkby 闭口不言
bkbye 百看不厌
bkca 宝刹
bkcc 刨床
bkce 包车
bkch 包菜
bkcho 宝钗
bkci 保持
bkcj 包产
bkcju 饱餐
bkck 爆炒
bkcm 薄层
bkcmo 宝成
bkco 报错
bkcp 包场
bkcpo 爆仓
bkcr 报仇
bkcre 报酬
bkct 保穿
bkcu 爆出
bkcuo 爆粗
bkcv 薄脆
bkcx 不可拆卸
bkcxe 不可撤消
bkcy 保存
bkcye 薄唇
bkcz 不可撤消信用证
bkda 报答
bkdd 保钓
bkdde 不可多得
bkde 报的
bkdf 宝典
bkdg 保定
bkdh 包袋
bkdi 宝地
bkdj 保单
bkdk 报道
bkdke 报到
bkdl 暴动
bkdm 包等
bkdo 剥夺
bkdr 爆豆
bkdt 报端
bkdu 报毒
bkdv 保兑
bkdx 暴跌
bkfa 爆发
bkfg 不可分割
bkfj 包饭
bkfm 暴风
bkfn 报分
bkfp 包房
bkfr 不可否认
bkfu 报复
bkfuu 包袱
bkfw 报废
bkfx 报刊发行
bkge 饱嗝
bkgh 宝盖
bkgj 包干
bkgk 报告
bkgl 包公
bkgo 包裹
bkgp 宝钢
bkgr 不可告人
bkgt 保管
bkgu 包谷
bkgv 宝贵
bkgw 包给
bkhc 保皇
bkhe 饱和
bkhj 包含
bkhk 包好
bkhn 抱恨
bkho 包伙
bkhq 不可或缺
bkhr 薄厚
bkhs 刨花
bkht 包换
bkhu 保护
bkjb 抱紧
bkjc 褒奖
bkjd 包教
bkjf 保健
bkjfo 宝剑
bkjg 报警
bkjh 暴厥
bkji 宝鸡
bkjq 薄酒
bkjs 报价
bkjt 宝卷
bkju 保举
bkjv 保举
bkjx 保洁
bkjy 暴君
bkjye 不可救药
bkjz 暴厥
bkka 薄卡
bkkc 报矿
bkke 薄壳
bkkg 包块
bkkj 报刊
bkkje 不可开交
bkkjee 不可抗拒
bkkk 报考
bkkl 不可抗力
bkkn 爆啃
bkko 包括
bkkp 保康
bkkr 爆扣
bkku 宝库
bkkv 抱愧
bklb 宝林
bkld 爆料
bkle 报了
bklf 暴敛
bklg 保龄
bklh 宝来
bklhi 贝克莱
bkli 暴力
bklj 包揽
bklm 爆冷
bklo 包罗
bklp 报廊
bklq 保留
bklt 暴乱
bklu 暴露
bklv 暴率
bklw 堡垒
bklx 爆裂
bkly 宝轮
bklye 不可理喻
bkma 宝马
bkmb 保民
bkmbe 百口莫辩
bkmd 保苗
bkmf 薄棉
bkmg 报名
bkmi 保密
bkmj 饱满
bkmm 保盟
bkmme 不可磨灭
bkmo 薄膜
bkmu 保姆
bkmw 胞妹
bkmz 不可名状
bknd 宝鸟
bknf 包年
bkni 抱你
bknie 不可逆
bknp 包囊
bknt 保暖
bknu 暴怒
bknv 爆女
bknw 包内
bknx 不可逆性
bknz 暴虐
bknze 不可逆转
bkpb 保品
bkpd 包票
bkpde 不可判定
bkpf 薄片
bkpfe 不可偏废
bkpg 宝瓶
bkph 宝牌
bkpi 报批
bkpj 报盘
bkpm 爆棚
bkpo 爆破
bkpu 抱朴
bkpw 包赔
bkq 驳壳枪
bkqb 薄亲
bkqc 报抢
bkqce 百孔千疮
bkqf 抱歉
bkqfe 不可侵犯
bkqg 报请
bkqh 抱缺
bkqi 抱起
bkqie 不客气
bkqieo 摆阔气
bkqj 不可企及
bkqq 抱球
bkqs 不可缺少
bkqse 百科全书
bkqt 保全
bkqu 抱屈
bkqy 宝群
bkre 暴热
bkri 宝日
bkrj 爆燃
bkrl 包容
bkrm 不堪入目
bkrn 保人
bkro 薄弱
bkrs 不可饶恕
bkru 爆乳
bkrv 宝瑞
bkrve 不堪入耳
bksa 薄纱
bksc 不可数名词
bksee 报社
bkseo 宝色
bkseou 爆射
bkseu 包射
bksh 暴晒
bksie 报时
bksiee 抱石
bksieu 报失
bksii 暴死
bksiia 暴尸
bksiiu 暴食
bksio 宝石
bksioa 褒姒
bksioe 爆死
bksiu 保湿
bksiuu 保释
bksj 宝山
bksje 不可胜计
bksl 报送
bksm 宝声
bksme 本科生
bksmi 别开生面
bksn 报审
bkso 毕卡索
bksp 报上
bkspe 报丧
bksr 保守
bkss 不可收拾
bksse 不可胜数
bksu 包粟
bksue 报数
bksv 爆碎
bksve 报税
bksvu 白开水
bksx 不堪设想
bksy 报损
bksye 不可思议
bkta 宝塔
bktd 暴跳
bktf 宝天
bktg 报亭
bkth 爆胎
bktj 报摊
bktl 报童
bktm 宝腾
bktp 煲汤
bktr 包头
bkttu 抱团
bktu 暴徒
bktx 报帖
bktxe 不可推卸
bkty 不可同日而语
bkve 保额
bkvj 保安
bkvn 报恩
bkvu 宝儿
bkw 不愧为
bkwh 保外
bkwn 保温
bkwo 抱我
bkwp 保网
bkwu 宝物
bkww 保卫
bkwwu 包围
bkx 不开心
bkxb 报信
bkxc 包厢
bkxd 报销
bkxf 保险
bkxg 暴行
bkxh 暴雪
bkxi 报喜
bkxl 胞兄
bkxle 不可限量
bkxq 保修
bkxqe 不可小觑
bkxs 包下
bkxx 不可想像
bkya 龅牙
bkyb 爆音
bkyc 不可言传
bkye 报业
bkyg 报应
bkyh 包月
bkyi 报以
bkyj 报验
bkyje 不堪一击
bkyk 抱腰
bkyl 保用
bkym 宾客盈门
bkyp 保养
bkyr 包邮
bkyru 保佑
bkys 不可一世
bkyt 抱怨
bkyu 暴雨
bkyv 暴雨
bkyy 包孕
bkyye 不可逾越
bkyz 包月
bkyze 不可言状
bkza 爆炸
bkzau 包扎
bkzc 包装
bkze 抱着
bkzf 不堪重负
bkzh 堡寨
bkzi 报纸
bkziu 包子
bkzj 报站
bkzk 暴躁
bkzl 保重
bkzle 不刊之论
bkzlo 半空中
bkzm 保证
bkzme 不可捉摸
bkzmi 暴增
bkzo 宝座
bkzoe 薄酌
bkzp 保障
bkzpo 宝藏
bkzr 抱走
bkzre 不可终日
bkzru 煲粥
bkzs 不可战胜
bkzt 包赚
bkzu 抱住
bkzuu 包租
bkzv 抱罪
bkzy 保准
bkzz 报刊杂志
blb 玻璃板
blbc 不理不睬
blbh 病理变化
blbj 波澜不惊
blbl 不伦不类
blbr 不冷不热
blbs 伯罗奔尼撒
blbw 玻璃杯
blbx 波澜不兴
blby 表里不一
blc 玻璃窗
blcc 玻璃窗
blcg 百炼成钢
blci 比例尺
blcj 不吝赐教
blcjo 半路出家
blcs 包揽词讼
blcv 布拉柴维尔
blcx 兵临城下
blcy 碧螺春
bld 本垒打
blda 本垒打
blde 不利的
bldee 比例的
bldf 不列颠
bldfe 布拉迪斯拉发
bldfu 便利店
bldh 波罗的海
bldi 白兰地
bldie 布隆迪
bldiu 保留地
bldj 白兰地酒
bldk 不良贷款
bldl 半劳动力
bldm 宝莲灯
bldq 波澜迭起
blds 闭路电视
bldx 薄利多销
bldz 被领导者
blf 玻璃粉
blfd 波浪发电
blfn 玻璃粉
blfq 不良风气
blfs 病理反射
blfy 不良反应
blfz 拨乱反正
blfze 不良分子
blg 布拉格
blgb 病理改变
blgc 病理过程
blge 布拉格
blgn 板蓝根
blgp 玻璃钢
blgr 白领工人
blgs 巴黎公社
blgu 拔浪鼓
blgv 巴拉圭
blgx 比例关系
blh 布洛赫
blhb 卑礼厚币
blhe 布洛赫
blhg 不良后果
blhj 不露痕迹
blhju 兵连祸结
blhv 博览会
blhve 百老汇
blhvo 辩论会
blhx 白令海峡
blj 白莲教
bljc 白领阶层
bljd 白莲教
blji 不累计
bljj 濒临绝境
bljm 保留剧目
bljn 步履艰难
bljs 本来就是
bljw 拨乱济危
bljx 不了解
bljxe 不理解
bljy 八路军
bljyu 兵来将挡，水来土掩
blk 不离开
blkd 笔力扛鼎
blke 巴拉克
blkh 不离开
blkj 不落窠臼
blks 博罗科努山
blky 巴里坤
bll 保留了
blle 保留了
blll 保丽龙
blllu 筚路蓝缕
bllr 白领丽人
bllz 不了了之
blm 玻璃棉
blmb 暴露目标
blmf 玻璃棉
blmh 布拉马普特拉河
blmi 波罗蜜
blmie 菠萝蜜
blmj 濒临灭绝
blmk 贝雷帽
blmm 本来面目
blmn 爆冷门
blmne 玻璃门
blmq 玻璃幕墙
